business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours_Monday,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday
rjdUiKAXXYHIH20zVTcPXw,19 Degrees,1847 Christian St,Philadelphia,PA,19146.0,39.9411822,-75.1741318,3.5,69,1,"Sandwiches, Restaurants, Delis, Cafes",08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-00:00,08:00-00:00,08:00-22:00
Y5S_AUSW8EjswVf9JAi-0w,Horizons,611 S 7th St,Philadelphia,PA,19147.0,39.9418368,-75.1538396,4.5,179,0,"Vegetarian, Restaurants, Vegan",Closed,18:00-22:00,18:00-22:00,18:00-22:00,18:00-23:00,18:00-23:00,Closed
-32hOCwsuKd04WO-HQyYFg,Pine Street Pizza,1138 Pine St,Philadelphia,PA,19107.0,39.9449992686,-75.1612742477,3.0,62,0,"Pizza, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-21:00
6FrR7PxU3h6r4io6sCENJA,Wyoming Pizza,4515 N 5th St,Philadelphia,PA,19140.0,40.0207228296,-75.134012664,2.5,20,0,"Restaurants, Pizza",Closed,11:00-23:00,11:00-23:00,11:00-23:00,11:00-00:00,11:00-00:00,12:00-22:00
AfM_dYO_LTqQz33qHbT45A,"Mamoun's Falafel - Philadelphia, PA",300 Market St,Philadelphia,PA,19106.0,39.950037,-75.145843,4.0,96,0,"Middle Eastern, Food, Greek, Restaurants, Vegan, Falafel, Caterers, Fast Food, Mediterranean, Event Planning & Services, Sandwiches",Closed,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-15:30
VRGS76RTMclRUD8n3H30yg,South Philly Bar & Grill,1235 E Passyunk Ave,Philadelphia,PA,19147.0,39.9333897,-75.1588072,3.0,141,0,"Restaurants, Bars, Sports Bars, Nightlife, American (Traditional), Caterers, Event Planning & Services",11:00-02:00,12:00-19:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
pdXEjhNzy5YERGk_wBA9Lw,Avenue Cup Cafe,932 E Passyunk,Philadelphia,PA,19147.0,39.9372308477,-75.1548003,4.0,21,0,"Restaurants, Vegetarian, Cafes, Vegan, Food, Coffee & Tea",Closed,Closed,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,10:00-16:00
h_NMnqT_HGZbJr2d8nDJEw,Potbelly Sandwich Works,1200 Walnut St,Philadelphia,PA,19107.0,39.948684,-75.160755,4.0,37,0,"Sandwiches, Restaurants",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-22:00,11:00-22:00,11:00-21:00
AAYzFH0HjSUNL2nLScutxQ,Wawa,3222-48 Richmond St At Allegh,Philadelphia,PA,19134.0,39.9837179,-75.1007545,2.0,14,1,"Food, Coffee & Tea, Automotive, Restaurants, Convenience Stores, Sandwiches, Gas Stations",Closed,Closed,Closed,Closed,Closed,Closed,Closed
tf2nzjkP8XGIeU-lg767XA,Tredici Enoteca,114 S 13th St,Philadelphia,PA,19107.0,39.9498038,-75.1620581,4.5,352,0,"Mediterranean, Restaurants, Wine Bars, Bars, Nightlife, Italian",12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,12:00-23:00,12:00-22:00
HxqKo-FK8L_f_xPpBtebQQ,Silence Dogood's Tavern,216 Market St,Philadelphia,PA,19106.0,39.949973724,-75.1445580715,4.5,111,0,"Nightlife, American (New), Gastropubs, Food, American (Traditional), Pubs, Local Flavor, Restaurants, Beer, Wine & Spirits, Bars",11:00-22:00,11:00-22:00,11:00-22:00,11:00-00:00,11:00-02:00,11:00-02:00,11:00-22:00
9OhPfV0C3Q49l5tSre2MuQ,Kabobeesh,4201 Chestnut St,Philadelphia,PA,19104.0,39.9564795,-75.2065288,3.5,322,1,"Food, Ethnic Food, Indian, Middle Eastern, Pakistani, Halal, Specialty Food, Barbeque, Restaurants",11:00-23:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00
3MIsXwx5zVmlwzRx9UnuFQ,Perkins Restaurant & Bakery,1681 Grant Ave,Philadelphia,PA,19115.0,40.0869513242,-75.0390484929,3.0,56,1,"Cafes, American (Traditional), Food, Restaurants, Breakfast & Brunch, Bakeries",07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00
EQyFENS3MWYRuDt6Ty6QJQ,Street Food Philly,N 33rd St,Philadelphia,PA,19104.0,39.9610339,-75.1895661,4.0,34,1,"Restaurants, Food Stands, Street Vendors, Food, Event Planning & Services, Caterers",11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,Closed,Closed
n3aePf41-l4j7RlnvFoklA,Ms Esthers Breakfast,6053 Ogontz Ave,Philadelphia,PA,19141.0,40.04756,-75.1507415,2.0,36,0,"Breakfast & Brunch, Comfort Food, American (New), Local Flavor, Restaurants",06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,06:00-00:00,06:00-00:00,07:00-15:00
G-FrjKHpQVoH_P1saaMNRQ,Kingston 11,6405 Woodland Ave,Philadelphia,PA,19142.0,39.9264441817,-75.2335146815,3.5,52,1,"Caribbean, Restaurants",11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,Closed
3czT65zbslmUQSkzCPfp8Q,Falafel Exotic Cuisine,4403 Chestnut St,Philadelphia,PA,19104.0,39.9567776,-75.2098795,3.5,28,0,"Middle Eastern, Restaurants, Food",15:00-04:00,15:00-04:00,15:00-04:00,15:00-04:00,15:00-04:00,15:00-04:00,15:00-04:00
QUSctIF_D2yv_NJeokhXFw,Condesa,1830 Ludlow St,Philadelphia,PA,19103.0,39.9524637,-75.171228,4.0,117,1,"Mexican, Bars, Cocktail Bars, Nightlife, Restaurants",Closed,17:00-22:00,17:00-22:00,17:00-22:00,17:00-21:00,17:00-21:00,Closed
1MbwLxXrQk7H1FOidg8hoA,Yummy Pho,2012 N Broad St,Philadelphia,PA,19121.0,39.983751,-75.157055,4.5,72,1,"Soup, Thai, Asian Fusion, Coffee & Tea, Vietnamese, Bubble Tea, Restaurants, Food",Closed,11:00-21:00,Closed,11:00-21:00,11:00-22:00,11:00-22:00,Closed
7Oq3AI3omXpvcN9xDzNeLA,Derek's,4411 Main St,Philadelphia,PA,19127.0,40.0262143,-75.2250793,3.0,246,0,"American (New), Restaurants",11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,10:30-02:00,10:30-02:00
ErcLBEFjqr4nGbF4ozrvgg,Don Barriga Mexican Grill,"4443 Spruce St, Fl 1st",Philadelphia,PA,19104.0,39.9527859999,-75.2121258353,4.5,109,1,"Mexican, Restaurants",Closed,10:00-22:00,10:00-22:00,10:00-22:00,10:00-23:00,10:00-23:00,10:00-21:00
zJArQ1uARHmSDrW-ftRV5g,La Lupe Restaurant,1201 S 9th St,Philadelphia,PA,19147.0,39.9342645,-75.1588578,3.5,82,0,"Mexican, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
GXM_Uitc3Ep8CvwEq_kpcQ,City Garden Chinese Restaurant,1801 John F Kennedy Blvd,Philadelphia,PA,19103.0,39.9545699,-75.170513,2.5,29,0,"Restaurants, Chinese",Closed,Closed,Closed,Closed,Closed,Closed,Closed
Jg9kkOl4sx2AXJVohbpSiw,South Philly Barbacoa,1140 S 9th St,Philadelphia,PA,19147.0,39.935354,-75.158801,4.5,593,1,"Barbeque, Coffee & Tea, Mexican, Cannabis Clinics, Event Planning & Services, Personal Chefs, Restaurants, Juice Bars & Smoothies, Food, Health & Medical",Closed,Closed,Closed,Closed,Closed,05:00-15:00,05:00-15:00
6mZ99K1Ge3vkXnygDYw1Jg,Keating's River Grill,201 S Columbus Blvd,Philadelphia,PA,19106.0,39.9453341,-75.1414441,2.5,51,0,"Steakhouses, Seafood, Restaurants",06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00
yAwSBNIaS2OaRcwuPTJOoQ,Ms D's Soulfood & BBQ,730 E Chelten Ave,Philadelphia,PA,19144.0,40.04493,-75.1649769,2.0,5,1,"Food, Barbeque, Restaurants, Soul Food",Closed,Closed,Closed,Closed,Closed,Closed,Closed
KZ2V1ZPnrwoT0zcJunyIQw,Schlesinger's,1521 Locust St,Philadelphia,PA,19102.0,39.94867722,-75.1674140655,3.5,258,1,"Wraps, Sandwiches, Restaurants, Delis, Breakfast & Brunch",09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00
FemC1HzXmvotxIxLZW06Cg,Rimedio,4443 Spruce St,Philadelphia,PA,19104.0,39.953125,-75.211986,3.0,24,0,"Restaurants, Italian",Closed,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00
h5jnFlvF55kDWC_GGlKMAQ,Llama Tooth,1033 Spring Garden St,Philadelphia,PA,19123.0,39.9618638,-75.1556613,3.5,243,0,"Nightlife, Bars, Beer Bar, Restaurants, American (New), Breakfast & Brunch, Food, Beer, Wine & Spirits",17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,11:00-22:00,11:00-21:00
-rDhWLQJ28L2ttkaftdZNQ,Martabak Ok,"1801 Washington Ave, Unit D",Philadelphia,PA,19146.0,39.9390238158,-75.1732082292,4.5,75,1,"Restaurants, Bakeries, Food, Comfort Food, Asian Fusion, Pizza, Specialty Food, Indonesian, Desserts",Closed,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00
bnMFmRBMje1rcGHfrs_5Ug,Iannelli's Bakery,1155 E Passyunk Ave,Philadelphia,PA,19147.0,39.9345,-75.1576049,4.0,63,0,"Pizza, Restaurants, Italian, Bakeries, Food",Closed,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00
cKLrTvokOdcgoEoHOXkfYg,Sakura Japanese Cuisine,1521 Spring Garden St,Philadelphia,PA,19130.0,39.96299,-75.1637314,3.5,142,1,"Salad, Japanese, Restaurants, Sushi Bars",10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-23:00,10:30-23:00,11:30-22:00
jsL0EmA3k75npcRvleq2VA,Food From The Heart,8010 Ogontz Ave,Philadelphia,PA,19150.0,40.0735447,-75.1585625,4.0,20,1,"Barbeque, Seafood, Soul Food, Restaurants",Closed,12:00-21:00,12:00-21:00,12:00-21:00,12:00-22:00,12:00-22:00,12:00-19:00
vgNNwYjdZ_waBvgUcwtefA,The Dining Car & Market,8826 Frankford Ave,Philadelphia,PA,19136.0,40.0501175,-75.0111494,3.5,217,1,"Restaurants, Bakeries, Diners, Food",07:00-22:00,07:00-22:00,07:00-22:00,07:00-00:00,Closed,Closed,00:00-22:00
Qhi17dmb6XCvP8axcJMYGA,Wendy's,2301 Cottman Avenue,Philadelphia,PA,19149.0,40.047867,-75.059406,1.5,37,1,"Fast Food, Restaurants, Burgers",09:00-02:00,09:00-02:00,09:00-02:00,09:00-02:00,09:00-04:00,09:00-04:00,09:00-02:00
BFyfkA4u8tmSIvoZmEN00Q,Bentoulis Pizza,1226 E Hunting Park Ave,Philadelphia,PA,19124.0,40.0106236,-75.102975,4.0,41,1,"Pizza, Restaurants, American (Traditional), Italian",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
JFjEZFxZwBQx7DkmqzCk6A,4 Fathers Philadelphia,319 Market St,Philadelphia,PA,19106.0,39.9504238,-75.1462103,3.0,100,0,"Bars, Restaurants, American (New), Beer, Wine & Spirits, Food, Nightlife",11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,10:00-02:00,10:00-02:00
nwpt_kMoqaQXHgRH67UWyg,Swallow,1030 N American St,Philadelphia,PA,19123.0,39.9671988,-75.1410133,4.5,9,0,"Restaurants, American (New)",Closed,Closed,Closed,Closed,Closed,Closed,Closed
IhtoO_V7a9iNOew2cszvZQ,Nori Sushi,1636 South St,Philadelphia,PA,19146.0,39.9440412,-75.1700197,4.0,115,1,"Restaurants, Sushi Bars, Japanese",11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-23:30,12:00-23:30,12:00-22:30
cOKIKCLuUiWMUIb6Fp5N4w,Original Village Pizza,1006 Sandmeyer Ln,Philadelphia,PA,19102.0,40.107781,-75.036849,3.5,33,1,"Restaurants, Pizza",Closed,Closed,Closed,Closed,Closed,Closed,Closed
h2MaP8_ZJ3HqsgSPLeQNaw,Evan's Pizza,4311 Locust St,Philadelphia,PA,19104.0,39.9540358,-75.2097583,3.0,122,1,"Restaurants, Pizza, Food, Beer, Wine & Spirits",11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-03:00,11:00-03:00,11:00-02:00
E9pmORNtyX53ZLWEZx4N-w,Tay's Soul Food,901 Bridge St,Philadelphia,PA,19124.0,40.0322054,-75.0915367,3.0,16,1,"Soul Food, Restaurants",14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-23:00,14:00-23:00,12:00-19:00
Qznis2luMOIAnPoTmeIsNw,East South Asian Cuisine,647 W Ritner St,Philadelphia,PA,19148.0,39.9192284429,-75.1589009911,4.0,8,1,"Asian Fusion, Cambodian, Restaurants, Chinese",Closed,Closed,Closed,Closed,Closed,Closed,Closed
-qpFT-RgBE2QXVcSjq57lQ,Spanish Island Restaurant,6539 Roosevelt Blvd,Philadelphia,PA,19149.0,40.0348997406,-75.0662507315,3.0,68,1,"Restaurants, Spanish",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-22:00,11:00-22:00,12:00-21:00
SX8nc0jRY2zNF0uAWMCosA,Dooey's Road,2636 E Ann St,Philadelphia,PA,19134.0,39.981656,-75.1090849,3.5,14,0,"Restaurants, Food, Nightlife, Bars, Beer, Wine & Spirits",10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00
DVcUOGr69wMY8-8n32KqsQ,Audrey's Caribbean Kitchen,7169 Ogontz Ave,Philadelphia,PA,19138.0,40.0638853,-75.1524061,3.5,13,1,"Restaurants, Caribbean",Closed,Closed,Closed,Closed,Closed,Closed,Closed
_XM7-X5Lc-e_T1S71ri-GA,Zhong Gang Bakery,127 N 10th St,Philadelphia,PA,19107.0,39.9542944,-75.155929,3.5,54,1,"Food, Bakeries, Coffee & Tea, Restaurants",06:30-15:00,06:30-15:00,06:30-15:00,06:30-15:00,06:30-15:00,06:30-16:00,06:30-16:00
-VH4B5o1sjZueC6go9FB1g,Dorsey's,500 Stevens Dr,Philadelphia,PA,19113.0,39.8730203,-75.2747937,2.5,13,1,"Restaurants, Bars, American (New), Lounges, Nightlife",Closed,Closed,Closed,Closed,Closed,Closed,Closed
vtSisxaozZ7HWpBl_W7VaQ,Time,1315 Sansom St,Philadelphia,PA,19107.0,39.9500001533,-75.1625513634,4.0,565,1,"American (New), Bars, Nightlife, Cocktail Bars, Arts & Entertainment, Lounges, Event Planning & Services, Venues & Event Spaces, Restaurants, Music Venues",Closed,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00
TspDezwYjRIlEPygYlDZeg,Zanzibar Blue,200 S Broad St,Philadelphia,PA,19102.0,39.9491834,-75.1647772,3.5,6,0,"American (New), Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
XoWuFNzK_1THFPevPjNZTw,Healthy Bites to Go,2521 Christian St,Philadelphia,PA,19146.0,39.9425207,-75.1852682,3.5,20,0,"Do-It-Yourself Food, Restaurants, Caterers, Breakfast & Brunch, Event Planning & Services, Grocery, Food Delivery Services, Food",08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-20:00,09:00-20:00,09:00-20:00
LiHdRXlcj0GDm_e97oiwKw,Pure Fare,"224 South Broad Street, Floor 8",Philadelphia,PA,19102.0,39.9486228,-75.1647623,3.5,225,0,"Sandwiches, Breakfast & Brunch, Food, Gluten-Free, Restaurants, American (New), Street Vendors, Soup, Coffee & Tea",07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-18:00,07:30-18:00
OdHLRVHhMvrFHK0cGj4nCg,Le Baobab,5353 Woodland Ave,Philadelphia,PA,19143.0,39.9367524,-75.2188143,4.0,16,1,"African, Restaurants",11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00
hX_8ZUmIqWFWzjdiPrf23w,Termini Bros Bakery,1523 S 8th St,Philadelphia,PA,19147.0,39.9297933,-75.1580422,4.5,380,1,"Bakeries, Restaurants, Food, Desserts",11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,09:00-19:00,09:00-19:00,11:00-19:00
T-W7Zn6hd3ChwseyccgZDg,Baril,267 S 19th St,Philadelphia,PA,19103.0,39.948253075,-75.1726286252,3.5,25,0,"Wine Bars, French, Nightlife, Bars, American (New), Restaurants",Closed,16:30-02:00,16:30-02:00,16:30-02:00,16:30-02:00,16:30-02:00,16:30-02:00
VG1RKFwh_F8KX38Idnsy8g,Liberty Pizza and Grill,717 N 7th St,Philadelphia,PA,19123.0,39.9644213,-75.1491314,2.5,25,0,"Pizza, Seafood, Breakfast & Brunch, Restaurants",09:30-23:00,09:30-23:00,09:30-23:00,09:30-23:00,10:00-00:00,10:00-00:00,10:00-22:00
AqX_5srdyAS1tNiqC3mDvg,Noche,"1901 Chestnut St, 2nd Fl",Philadelphia,PA,19103.0,39.952089,-75.1719899,3.0,109,0,"Pizza, Restaurants, Nightlife, Lounges, Mexican, Mediterranean, Bars, American (New), Tapas/Small Plates, Italian",Closed,Closed,Closed,Closed,21:00-02:00,21:00-02:00,Closed
LiENf54-IvO7aSSI_-j_Qg,Bierstube German Tavern,206 Market St,Philadelphia,PA,19106.0,39.9498892802,-75.144053993,3.5,179,0,"German, Nightlife, Restaurants, American (New), Bars",17:00-02:00,17:00-02:00,17:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
5IAssDyBqi9EQ_5sz5PZzg,Ralph & Rickey's Pizza,2700 S 7th St,Philadelphia,PA,19148.0,39.9151741,-75.1600788,3.0,34,0,"Restaurants, Pizza, Cheesesteaks",Closed,Closed,Closed,Closed,Closed,Closed,Closed
fGC3F9m39I7TEvgrb3KQQw,Cafe Nola,414 S 2nd St,Philadelphia,PA,19147.0,39.9427445,-75.1454802,3.0,44,0,"Restaurants, Cajun/Creole",Closed,Closed,Closed,Closed,Closed,Closed,Closed
54q7tvEh92SREvpgSSBSnw,Palmera  Coffee,1140 Shackamaxon St,Philadelphia,PA,19125.0,39.9687745,-75.13376,4.5,10,0,"Sandwiches, Restaurants, Coffee & Tea, Food, Vegetarian",07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,Closed
DRMEopD9Td8OoDk-JWm1Rw,Xi'an Sizzling Woks,902 Arch St,Philadelphia,PA,19107.0,39.9534173637,-75.1549591087,3.5,215,1,"Noodles, Diners, Restaurants, Chinese, Seafood, Soup",11:00-21:30,Closed,11:00-21:30,11:00-21:30,11:00-22:30,11:00-22:30,11:00-21:30
SQ5MGbrVvmI6aC9HvEVFVw,Niji Sushi House,522 S 5th St,Philadelphia,PA,19147.0,39.942275,-75.1509279,4.0,5,0,"Japanese, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
VCTI7doVpU094lugVBP_DA,Boston Market,31 Snyder Ave,Philadelphia,PA,19148.0,39.9217543725,-75.1462794724,3.5,27,1,"Caterers, Comfort Food, American (Traditional), Event Planning & Services, Restaurants, Chicken Shop, Sandwiches",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
OSZBQXRzoW2qNkKzUWRuug,Hook & Master,1361 N 2nd St,Philadelphia,PA,19122.0,39.972311,-75.1387015,3.5,18,1,"Nightlife, Seafood, Bars, Pizza, Restaurants, Tiki Bars",Closed,Closed,16:00-22:00,16:00-22:00,16:00-00:00,16:00-00:00,16:00-22:00
9-tZDrMjJYBbpCJoU3WXAQ,Indian Restaurant,1634 South St,Philadelphia,PA,19146.0,39.9440532,-75.1699635,3.5,328,1,"Indian, Restaurants",12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00
wYJxaGAGhSaAf_6UG7bD9g,Downey's Restaurant,526 S Front St,Philadelphia,PA,19147.0,39.941126,-75.1441433,2.0,152,0,"American (Traditional), Restaurants",11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
y4VFp6qk_EFgNy9yKFlj3Q,Moustaki Authentic Gyros,161 N 21st St,Philadelphia,PA,19103.0,39.957553,-75.17403,4.0,147,1,"Pizza, Mediterranean, Sandwiches, Breakfast & Brunch, Restaurants, Greek",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-22:00
wSuEwNNOTSH8LJcH1PJAYg,Mina's World,511 S 52nd St,Philadelphia,PA,19143.0,39.9515981,-75.2263812,4.5,19,1,"Bakeries, Vegan, Coffee & Tea, Food, Cafes, Restaurants",Closed,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,10:00-16:00,10:00-16:00
O0jIkgflIoU-PYNydIuMeQ,13 Restaurant,1201 Market St,Philadelphia,PA,19107.0,39.952714,-75.160534,3.0,94,1,"American (New), Nightlife, American (Traditional), Restaurants, Buffets, Bars, Steakhouses",06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00
OhSaEeJes7JLtk3MGMXXmg,Maoz Vegetarian,1115 Walnut St,Philadelphia,PA,19107.0,39.9490546,-75.1597386,4.0,225,0,"Vegetarian, Juice Bars & Smoothies, Middle Eastern, Restaurants, Food, Caterers, Event Planning & Services",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-21:00
z9yUhsLHuqGWtods-8kibA,Ashoka Palace,38 S 19th St,Philadelphia,PA,19103.0,39.952362,-75.172065,2.0,9,0,"Indian, Restaurants, Pakistani",Closed,Closed,Closed,Closed,Closed,Closed,Closed
E2pfdKBpou7ZdIBxyZo1PQ,Ted's Pizza Express,3741 Lancaster Ave,Philadelphia,PA,19104.0,39.9603356,-75.1967328,3.0,20,1,"Restaurants, Pizza",Closed,Closed,Closed,Closed,Closed,Closed,Closed
34XCXNeK8Vgc954dl06vtA,Wingstop,2920 Roberts Ave,Philadelphia,PA,19129.0,40.0106756,-75.1770646,2.5,32,1,"Chicken Wings, Restaurants",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,Closed,Closed,11:00-23:00
0IheZIsRS5tejvxocP18mQ,NY Gyro Lunch,1300 W Montgomery Ave,Philadelphia,PA,19122.0,39.9799378,-75.1554021,5.0,9,1,"Halal, Food Stands, Restaurants, Middle Eastern",Closed,Closed,Closed,Closed,Closed,Closed,Closed
j2ix9c4vxxoRgS_U6IBLvQ,7 Boys Cafe,5717 Woodland Ave,Philadelphia,PA,19143.0,39.9331233,-75.2239881,3.5,10,1,"Seafood, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-22:00
XaBpAWmqE-krpsYWz1GPJA,Cedar Park Cafe,2035 N 63rd St,Philadelphia,PA,19151.0,39.9865012615,-75.2477756353,4.5,12,0,"Restaurants, Breakfast & Brunch",07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-16:00,07:00-16:00
aMfVQdVbKJnZwdf-c1WNcQ,Cosi,1720 Walnut,Philadelphia,PA,19107.0,39.9486928274,-75.1607324348,3.0,85,0,"Restaurants, Coffee & Tea, Nightlife, Sandwiches, Food, Bars",06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,11:00-20:00,11:00-20:00
NEa3QfKlbLI-BFh9_DCPzw,Chewy's Food Truck,,Philadelphia,PA,19104.0,39.9591692932,-75.1984187251,4.5,87,1,"American (New), American (Traditional), Restaurants, Food Stands, Food, Food Trucks, Street Vendors",Closed,Closed,Closed,Closed,Closed,Closed,Closed
73iEGnaQuHDMS51UAqP8ZA,Diamond Pizza,1700 N Diamond St,Philadelphia,PA,19121.0,39.985272,-75.161538,3.0,39,1,"Food Delivery Services, Pasta Shops, Food, Chicken Wings, Restaurants, Pizza, Specialty Food, Cheesesteaks, Mexican",Closed,11:00-22:15,11:00-22:15,11:00-22:15,11:00-23:15,11:00-23:15,12:00-22:15
Ke7FEXPJc6q54_DvVg995g,Hok Heng,1716 Cecil B Moore Ave,Philadelphia,PA,19121.0,39.9791698,-75.1633686,4.5,6,1,"Pizza, Chicken Wings, Restaurants, Chinese",12:00-03:00,12:00-03:00,12:00-03:00,12:00-03:00,12:00-03:00,12:00-03:00,12:00-02:00
geEGL5YODdRIoIYfFcxVPA,Bridgid's,726 N 24th St,Philadelphia,PA,19130.0,39.968481,-75.176917,4.0,244,0,"American (New), Wine Bars, Sandwiches, Nightlife, Restaurants, Pubs, Gastropubs, Bars, Italian",Closed,16:00-00:00,16:00-00:00,16:00-00:00,16:00-01:00,16:00-01:00,11:30-21:00
peeXG1Ra-DClPQv14jvKvg,Square on Square,274 S 20th St,Philadelphia,PA,19103.0,39.948333,-75.174521,3.5,246,1,"Seafood, Chinese, Restaurants, Tex-Mex, Asian Fusion, Sushi Bars, American (New), American (Traditional), Vegetarian, Italian",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:30,11:00-22:45,11:00-21:30
l13B2broZhTkhKZRRS87OA,"George's Burgers, Steaks and Shakes",1817 Cottman Ave,Philadelphia,PA,19111.0,40.0377140603,-75.0387135521,3.0,38,1,"American (Traditional), Food, Restaurants, Cheesesteaks, Burgers, Sandwiches",10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-01:00,10:00-01:00,11:00-23:00
y6BfLt9Gvrq2JsJvjkjdIQ,ZARA HALAL GRILL,1224 Franklin Mills Cir,Philadelphia,PA,19154.0,40.084964279,-74.962529343,4.5,30,1,"Halal, Restaurants, Middle Eastern, Mediterranean",11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,10:00-20:00,10:00-20:00,12:00-18:00
RL1mug4X2HghyPZwkd8lSA,Midnight Iris,1708 Lombard St,Philadelphia,PA,19146.0,39.945245,-75.170511,4.5,57,1,"Nightlife, Restaurants, American (New), Bars",Closed,Closed,Closed,17:00-00:00,17:00-02:00,17:00-02:00,17:00-23:00
gyOiiM7g2ylYK_WT5vLFyw,Wawa,9377 Krewstown Rd,Philadelphia,PA,19115.0,40.0878683379,-75.0441591069,3.0,9,1,"Food, Sandwiches, Coffee & Tea, Convenience Stores, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
XG5-bigWGG_IFgbCvVs7xw,Mubarak Shawarma,225 S 45th St,Philadelphia,PA,19104.0,39.9537711094,-75.2121602744,4.5,5,0,"Food, Restaurants, African, Ethiopian, Coffee Roasteries",08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,11:00-21:00
bD0ipeLR93L_p-NL4U6w1g,El Tlaloc,,Philadelphia,PA,19019.0,40.1197128,-75.0097103,4.0,18,1,"Food Trucks, Restaurants, Caterers, Event Planning & Services, Street Vendors, Food, Mexican",Closed,Closed,Closed,20:00-00:00,20:00-00:00,20:00-00:00,Closed
